time_acc_dt_original_feats;time_acc_dt_selected_feats;time_acc_neight_original_feats;time_acc_neight_selected_feats;time_acc_gnb_original_feats;time_acc_gnb_selected_feats;time_acc_rf_original_feats;time_acc_rf_selected_feats;time_acc_mlp_original_feats;time_acc_mlp_selected_feats;time_acc_svc_original_feats;time_acc_svc_selected_featstime_prec_dt_original_feats;time_prec_dt_selected_feats;time_prec_neight_original_feats;time_prec_neight_selected_feats;time_prec_gnb_original_feats;time_prec_gnb_selected_feats;time_prec_rf_original_feats;time_prec_rf_selected_feats;time_prec_mlp_original_feats;time_prec_mlp_selected_feats;time_prec_svc_original_feats;time_prec_svc_selected_featstime_rec_dt_original_feats;time_rec_dt_selected_feats;time_rec_neight_original_feats;time_rec_neight_selected_feats;time_rec_gnb_original_feats;time_rec_gnb_selected_feats;time_rec_rf_original_feats;time_rec_rf_selected_feats;time_rec_mlp_original_feats;time_rec_mlp_selected_feats;time_rec_svc_original_feats;time_rec_svc_selected_featstime_f1_dt_original_feats;time_f1_dt_selected_feats;time_f1_neight_original_feats;time_f1_neight_selected_feats;time_f1_gnb_original_feats;time_f1_gnb_selected_feats;time_f1_rf_original_feats;time_f1_rf_selected_feats;time_f1_mlp_original_feats;time_f1_mlp_selected_feats;time_f1_svc_original_feats;time_f1_svc_selected_feats;time_acc_svc_selected_feats;time_f1_dt_original_feats;time_prec_dt_original_feats;time_prec_svc_selected_feats;time_rec_dt_original_feats;time_rec_svc_selected_feats
0.516;0.063;2.4530000000000003;0.25;0.23399999999999999;0.047;9.301;3.2430000000000003;18.701;7.297000000000001;8.432;;0.078;2.437;0.25;0.21899999999999997;0.047;9.203;3.159;14.968;7.2410000000000005;8.323;;0.079;2.4530000000000003;0.25;0.23399999999999999;0.047;9.388;3.125;17.093;7.452999999999999;7.875;;0.063;2.4530000000000003;0.237;0.23399999999999999;0.031;9.219;3.1260000000000003;15.874;7.234;7.766;0.42200000000000004;0.456;0.531;0.516;0.42700000000000005;0.531;0.43700000000000006
0.531;0.063;2.5;0.25;0.21899999999999997;0.047;9.407;3.2030000000000003;15.095999999999998;7.359;7.746;;0.063;2.4530000000000003;0.25;0.21899999999999997;0.047;9.297;3.111;16.148;7.235;7.939;;0.078;2.438;0.25;0.21899999999999997;0.047;9.187000000000001;3.125;14.407;7.282;7.735;;0.062;2.516;0.25;0.21899999999999997;0.047;9.266;3.133;16.843;7.439;7.767;0.43700000000000006;0.42200000000000004;0.531;0.531;0.43799999999999994;0.516;0.42200000000000004
0.516;0.078;2.439;0.23399999999999999;0.23399999999999999;0.031;9.187000000000001;3.109;15.862;7.222;7.736000000000001;;0.078;2.516;0.25;0.23399999999999999;0.047;9.411;3.188;16.003;7.251;7.752000000000001;;0.063;2.437;0.25;0.21899999999999997;0.047;9.291;3.156;14.845;7.267;7.922999999999999;;0.078;2.438;0.25;0.21899999999999997;0.047;9.173;3.125;15.754000000000001;7.235;7.771;0.42200000000000004;0.42200000000000004;0.516;0.531;0.43799999999999994;0.531;0.43799999999999994
0.516;0.078;2.484;0.25;0.21899999999999997;0.047;9.361;3.109;16.090999999999998;7.531000000000001;7.736000000000001;;0.062;2.455;0.23399999999999999;0.23399999999999999;0.047;9.187999999999999;3.125;16.048;7.25;7.732;;0.063;2.439;0.25;0.21899999999999997;0.047;9.406;3.188;14.362;7.266;7.72;;0.062;2.445;0.258;0.21899999999999997;0.047;9.196;3.125;16.565;7.2589999999999995;7.933;0.43700000000000006;0.42200000000000004;0.516;0.516;0.425;0.516;0.42200000000000004
0.516;0.078;2.424;0.25;0.21899999999999997;0.031;9.187000000000001;3.109;15.11;7.234;7.781000000000001;;0.062;2.504;0.266;0.21899999999999997;0.047;9.406;3.158;16.689;7.532;7.723;;0.078;2.44;0.23399999999999999;0.23399999999999999;0.047;9.187000000000001;3.125;14.329;7.297000000000001;7.734;;0.063;2.4530000000000003;0.23399999999999999;0.23399999999999999;0.031;9.391;3.205;15.782;7.235;7.723;0.42200000000000004;0.42200000000000004;0.531;0.531;0.42200000000000004;0.516;0.42200000000000004
0.516;0.078;2.4219999999999997;0.25;0.21899999999999997;0.031;9.19;3.134;16.112000000000002;7.297999999999999;7.906000000000001;;0.063;2.4530000000000003;0.25;0.21899999999999997;0.047;9.22;3.1260000000000003;16.047;7.2410000000000005;7.789;;0.078;2.5;0.25;0.23399999999999999;0.047;9.408;3.187;16.206;7.516;7.735;;0.078;2.469;0.266;0.23399999999999999;0.047;9.345;3.173;15.082;7.257000000000001;7.781000000000001;0.42200000000000004;0.42200000000000004;0.516;0.516;0.42200000000000004;0.531;0.42200000000000004
0.579;0.077;2.952;0.33;0.3;0.053;10.693;3.542;19.192;8.732000000000001;7.946000000000001;;0.086;2.87;0.28300000000000003;0.273;0.055;10.116;3.4760000000000004;21.706999999999997;8.67;9.942;;0.077;2.8539999999999996;0.27899999999999997;0.27399999999999997;0.053;10.191;3.5780000000000003;18.944000000000003;8.434;8.573;;0.08199999999999999;2.74;0.267;0.242;0.055;10.844000000000001;3.531;20.199;8.812999999999999;9.076;0.46399999999999997;0.44299999999999995;0.557;0.5670000000000001;0.49700000000000005;0.54;0.475
0.551;0.079;2.7319999999999998;0.266;0.239;0.043;10.285;3.6239999999999997;18.965;8.137;9.166;;0.08199999999999999;2.735;0.275;0.253;0.051;10.167;3.591;19.704;8.369;9.044;;0.081;2.6889999999999996;0.26899999999999996;0.24600000000000002;0.051;10.099;3.304;16.805;7.859;9.113999999999999;;0.075;2.5580000000000003;0.255;0.233;0.046;9.623;3.2539999999999996;15.888;7.72;7.994;0.43700000000000006;0.473;0.539;0.556;0.518;0.557;0.479
0.527;0.07;2.605;0.255;0.233;0.044000000000000004;9.604;3.2969999999999997;15.37;7.774;8.054;;0.094;2.733;0.27399999999999997;0.248;0.055999999999999994;10.443;3.53;18.699;8.059;9.766;;0.083;2.6180000000000003;0.259;0.23800000000000002;0.047;9.804;3.342;19.292;8.211;9.141;;0.077;2.5860000000000003;0.264;0.235;0.046;9.972999999999999;3.429;18.417;7.803;8.947000000000001;0.528;0.43200000000000005;0.537;0.564;0.488;0.544;0.527
0.541;0.07200000000000001;2.6319999999999997;0.261;0.24100000000000002;0.043;9.923;3.3310000000000004;17.718;7.852;8.493;;0.08;2.719;0.267;0.247;0.05;10.156;3.4139999999999997;17.636;8.165;9.056000000000001;;0.083;2.79;0.28300000000000003;0.256;0.053;10.307;3.489;17.875999999999998;8.225;8.738;;0.081;2.753;0.272;0.272;0.055;10.24;3.4789999999999996;18.309;8.097000000000001;8.887;0.474;0.45;0.5539999999999999;0.573;0.488;0.562;0.461
0.552;0.077;2.753;0.272;0.252;0.047;10.267999999999999;3.486;19.785;8.628;8.883;;0.081;2.741;0.272;0.255;0.052000000000000005;10.222999999999999;3.4819999999999998;17.777;8.493;9.177999999999999;;0.084;2.766;0.275;0.253;0.055;10.279000000000002;3.5269999999999997;18.624000000000002;8.346;8.934;;0.083;2.739;0.272;0.258;0.051;10.26;3.398;18.669;8.156;8.954;0.47600000000000003;0.466;0.55;0.555;0.47100000000000003;0.561;0.475
0.56;0.081;2.8160000000000003;0.272;0.262;0.049;10.111;3.5789999999999997;17.304000000000002;7.882999999999999;8.636000000000001;;0.079;2.748;0.271;0.258;0.06;10.22;3.4619999999999997;19.307000000000002;8.507;8.831;;0.084;2.7689999999999997;0.27;0.257;0.049;10.252;3.495;18.653;8.441;9.144;;0.083;2.778;0.27399999999999997;0.262;0.052000000000000005;10.289000000000001;3.489;19.558;8.613999999999999;8.911;0.479;0.44799999999999995;0.573;0.552;0.45799999999999996;0.552;0.474
0.5539999999999999;0.078;2.736;0.271;0.259;0.049;10.254000000000001;3.485;17.902;8.125;8.898;;0.085;2.801;0.275;0.26899999999999996;0.055;10.328;3.51;19.096;8.421;8.896;;0.083;2.765;0.275;0.256;0.054000000000000006;10.253;3.503;18.285;8.316;8.98;;0.08199999999999999;2.8310000000000004;0.276;0.264;0.053;10.339;3.5660000000000003;19.123;8.816;9.328;0.48700000000000004;0.47100000000000003;0.561;0.561;0.47;0.555;0.474
0.563;0.08;2.821;0.27;0.256;0.046;10.327;3.5410000000000004;18.729;8.496;9.271;;0.08199999999999999;2.806;0.29;0.28300000000000003;0.059000000000000004;10.437000000000001;3.483;19.767;8.277999999999999;8.999;;0.08;2.8810000000000002;0.281;0.248;0.051;10.275;3.4739999999999998;19.663;8.029;8.66;;0.077;2.7039999999999997;0.26899999999999996;0.265;0.053;10.129;3.4530000000000003;18.038;8.082;8.7;0.48200000000000004;0.473;0.547;0.556;0.478;0.563;0.47
0.5529999999999999;0.079;2.715;0.262;0.23800000000000002;0.046;10.169;3.411;18.35;8.214;8.821;;0.079;2.6830000000000003;0.27;0.266;0.053;10.086;3.386;17.118;7.907;8.782;;0.08199999999999999;2.716;0.26899999999999996;0.25;0.051;10.365;3.534;18.852;8.227;8.627;;0.079;2.682;0.26899999999999996;0.24600000000000002;0.05;10.089;3.605;17.651;7.943;8.67;0.46399999999999997;0.46799999999999997;0.5489999999999999;0.545;0.474;0.555;0.47200000000000003
0.545;0.075;2.6860000000000004;0.263;0.242;0.045;10.091000000000001;3.4539999999999997;17.727;8.668;8.684;;0.091;2.888;0.266;0.245;0.05;10.076;3.411;17.211;8.05;9.033999999999999;;0.084;2.693;0.26899999999999996;0.249;0.05;10.079;3.4189999999999996;17.005;7.8389999999999995;8.584;;0.081;2.728;0.268;0.251;0.054000000000000006;10.203;3.447;18.857;8.517000000000001;8.681000000000001;0.46;0.446;0.5529999999999999;0.568;0.47200000000000003;0.5489999999999999;0.452
0.5529999999999999;0.075;2.792;0.27;0.273;0.051;10.1;3.409;16.899;7.992000000000001;8.665;;0.079;2.7119999999999997;0.275;0.262;0.05;10.113999999999999;3.457;18.184;8.306000000000001;8.666;;0.08;2.68;0.276;0.284;0.05;10.085;3.4139999999999997;17.812;7.957000000000001;8.679;;0.078;2.533;0.256;0.251;0.039;9.551;3.2230000000000003;18.340999999999998;7.602;8.637;0.466;0.46;0.5479999999999999;0.5489999999999999;0.467;0.544;0.45899999999999996
0.507;0.078;2.485;0.25;0.23199999999999998;0.031;9.385;3.176;16.03;7.396;7.942;;0.084;2.477;0.25;0.24;0.048;9.437000000000001;3.2060000000000004;15.628;7.316;7.8629999999999995;;0.07400000000000001;2.491;0.255;0.237;0.032;9.369;3.175;15.968;7.347;8.026;;0.071;2.491;0.24;0.23800000000000002;0.047;9.363;3.1719999999999997;14.923;7.315;7.919;0.425;0.413;0.535;0.525;0.435;0.516;0.423
0.518;0.079;2.517;0.247;0.222;0.047;9.495;3.222;15.561;7.601;7.89;;0.077;2.502;0.25;0.22399999999999998;0.04;9.372;3.1910000000000003;15.092;7.365;7.906000000000001;;0.078;2.472;0.261;0.23399999999999999;0.047;9.343;3.233;13.873;7.303999999999999;7.865;;0.063;2.497;0.253;0.21899999999999997;0.047;9.341000000000001;3.187;16.155;7.447;8.032;0.429;0.415;0.534;0.518;0.43;0.536;0.43799999999999994
0.508;0.078;2.477;0.245;0.21899999999999997;0.037000000000000005;9.41;3.168;14.467;7.315;7.865;;0.078;2.526;0.263;0.226;0.047;9.511000000000001;3.2230000000000003;14.515999999999998;7.6129999999999995;7.875;;0.066;2.491;0.25;0.228;0.047;9.435;3.178;14.437999999999999;7.316;7.971;;0.07200000000000001;2.497;0.244;0.23399999999999999;0.047;9.401;3.1889999999999996;14.448;7.35;7.891;0.433;0.418;0.519;0.528;0.42200000000000004;0.54;0.433
0.526;0.08;2.5180000000000002;0.247;0.22899999999999998;0.036000000000000004;9.385;3.1910000000000003;15.467;7.528;7.952999999999999;;0.069;2.4930000000000003;0.242;0.23399999999999999;0.047;9.369;3.1919999999999997;14.484000000000002;7.305;7.912000000000001;;0.08;2.533;0.251;0.235;0.032;9.531;3.214;14.519;7.358;7.919;;0.084;2.4819999999999998;0.25;0.23;0.037000000000000005;9.408;3.1889999999999996;16.125;7.315;8.005;0.434;0.431;0.509;0.544;0.425;0.529;0.43799999999999994
0.52;0.054000000000000006;2.4859999999999998;0.24600000000000002;0.23600000000000002;0.031;9.35;3.175;15.234000000000002;7.327999999999999;7.858;;0.063;2.545;0.259;0.228;0.05;9.425;3.185;17.159000000000002;7.575;7.859;;0.078;2.4819999999999998;0.267;0.221;0.052000000000000005;9.402999999999999;3.182;14.435;7.319;7.86;;0.078;2.522;0.24600000000000002;0.23399999999999999;0.047;9.512;3.219;14.384;7.33;7.855;0.43;0.423;0.521;0.534;0.441;0.513;0.435
0.522;0.066;2.49;0.252;0.221;0.031;9.346;3.196;14.952;7.321000000000001;8.031;;0.075;2.491;0.25;0.23600000000000002;0.04;9.362;3.1710000000000003;14.395999999999999;7.314;7.885;;0.078;2.511;0.264;0.22399999999999998;0.057;9.502;3.214;15.442;7.5889999999999995;7.892;;0.078;2.4730000000000003;0.247;0.233;0.047;9.353;3.175;15.562999999999999;7.371;7.865;0.428;0.445;0.529;0.516;0.42100000000000004;0.537;0.418
0.52;0.063;2.4930000000000003;0.23;0.24100000000000002;0.039;9.517999999999999;3.213;15.651;7.314;7.881;;0.078;2.4819999999999998;0.265;0.23199999999999998;0.031;9.356;3.178;16.910999999999998;7.335;8.006;;0.063;2.487;0.257;0.228;0.047;9.37;3.182;16.124000000000002;7.3389999999999995;7.909;;0.078;2.543;0.253;0.235;0.047;9.575;3.193;16.969;7.582999999999999;7.893;0.439;0.428;0.527;0.526;0.434;0.525;0.423
0.532;0.062;2.479;0.254;0.222;0.047;9.337;3.1710000000000003;14.91;7.346;7.917999999999999;;0.078;2.492;0.24600000000000002;0.231;0.047;9.472000000000001;3.213;14.18;7.351;7.881;;0.078;2.47;0.262;0.222;0.047;9.369;3.159;14.835;7.357;7.985;;0.062;2.481;0.267;0.21899999999999997;0.047;9.368;3.177;14.222000000000001;7.32;7.945;0.433;0.419;0.5379999999999999;0.515;0.436;0.518;0.44799999999999995
0.532;0.063;2.4930000000000003;0.256;0.223;0.047;9.451;3.25;14.58;7.439;8.18;;0.078;2.497;0.255;0.21899999999999997;0.047;9.383;3.195;14.26;7.4479999999999995;7.912999999999999;;0.06;2.5380000000000003;0.23399999999999999;0.243;0.047;9.385;3.181;14.828;7.696000000000001;8.022;;0.07200000000000001;2.492;0.252;0.21899999999999997;0.047;9.385;3.174;13.806;7.482;7.89;0.433;0.42;0.527;0.514;0.442;0.5429999999999999;0.43799999999999994
0.519;0.078;2.529;0.237;0.23399999999999999;0.047;9.529;3.22;13.728;7.513;7.891;;0.078;2.492;0.24600000000000002;0.21899999999999997;0.047;9.425;3.2030000000000003;13.956;7.4639999999999995;8.031;;0.078;2.499;0.252;0.21899999999999997;0.047;9.385;3.175;13.708;7.455;7.877000000000001;;0.062;2.542;0.257;0.22;0.047;9.493;3.185;14.71;7.712999999999999;7.876;0.425;0.413;0.531;0.51;0.441;0.512;0.43200000000000005
0.515;0.063;2.503;0.249;0.217;0.047;9.467;3.1710000000000003;13.741;7.494;7.907;;0.062;2.509;0.253;0.226;0.047;9.476;3.222;15.110999999999999;7.437;7.9;;0.078;2.4859999999999998;0.257;0.22899999999999998;0.047;9.398;3.2060000000000004;15.905999999999999;7.445;8.043;;0.062;2.503;0.237;0.23800000000000002;0.047;9.382;3.177;13.776;7.465;7.952000000000001;0.43;0.425;0.526;0.531;0.43;0.534;0.433
0.524;0.07200000000000001;2.519;0.23399999999999999;0.23399999999999999;0.05;9.506;3.228;14.22;7.749;7.895;;0.078;2.529;0.253;0.21899999999999997;0.055999999999999994;9.378;3.188;15.409;7.506;7.943;;0.084;2.497;0.25;0.22899999999999998;0.04;9.441;3.24;15.407;7.435;7.896;;0.08199999999999999;2.483;0.254;0.215;0.062;9.354;3.1830000000000003;16.017;7.492000000000001;8.013;0.431;0.42100000000000004;0.532;0.51;0.42100000000000004;0.517;0.441
0.529;0.07200000000000001;2.4930000000000003;0.243;0.239;0.031;9.388;3.1910000000000003;15.135;7.434;7.92;;0.062;2.533;0.25;0.23399999999999999;0.047;9.497;3.2539999999999996;14.575999999999999;7.726;7.899;;0.077;2.503;0.24100000000000002;0.239;0.032;9.379;3.199;16.552;7.496;7.972;;0.062;2.503;0.251;0.233;0.047;9.371;3.24;14.765;7.446000000000001;7.8629999999999995;0.426;0.42200000000000004;0.531;0.532;0.43799999999999994;0.528;0.43200000000000005
0.513;0.078;2.488;0.247;0.218;0.047;9.4;3.1910000000000003;16.155;7.591;8.009;;0.079;2.496;0.24;0.21899999999999997;0.061;9.399;3.1710000000000003;14.894;7.454;7.882999999999999;;0.078;2.523;0.267;0.226;0.047;9.525;3.221;15.232000000000001;7.742000000000001;7.874;;0.063;2.51;0.259;0.21899999999999997;0.047;9.447000000000001;3.187;14.917;7.457999999999999;8.0;0.43799999999999994;0.41600000000000004;0.5379999999999999;0.521;0.418;0.526;0.423
0.519;0.063;2.481;0.26;0.214;0.047;9.369;3.193;15.210999999999999;7.473;7.872999999999999;;0.081;2.502;0.261;0.231;0.047;9.384;3.1710000000000003;15.08;7.676;8.054;;0.08199999999999999;2.489;0.247;0.22899999999999998;0.052000000000000005;9.389;3.1719999999999997;13.805;7.471;7.882999999999999;;0.078;2.5669999999999997;0.254;0.243;0.05;9.494;3.252;13.806;7.728;7.895;0.429;0.426;0.528;0.527;0.43700000000000006;0.529;0.43200000000000005
0.537;0.061;2.483;0.252;0.23199999999999998;0.031;9.44;3.215;13.844000000000001;7.449;8.031;;0.065;2.497;0.266;0.222;0.047;9.365;3.1919999999999997;14.922;7.507999999999999;7.848;;0.08;2.512;0.25;0.242;0.044000000000000004;9.458;3.195;14.72;7.692;7.915;;0.078;2.488;0.258;0.223;0.047;9.363999999999999;3.19;13.753;7.459;7.862;0.434;0.441;0.524;0.535;0.435;0.536;0.439
0.528;0.054000000000000006;2.502;0.25;0.22;0.047;9.667;3.253;14.852;7.457000000000001;7.899;;0.071;2.4859999999999998;0.25;0.237;0.046;9.352;3.2060000000000004;14.795;7.4879999999999995;8.04;;0.078;2.503;0.25;0.21899999999999997;0.059000000000000004;9.437000000000001;3.2030000000000003;13.7;7.507999999999999;7.928999999999999;;0.078;2.536;0.264;0.23399999999999999;0.047;9.579;3.23;14.429;7.744;8.0;0.419;0.42700000000000005;0.53;0.526;0.439;0.515;0.439
0.529;0.062;2.524;0.242;0.22;0.047;9.416;3.19;13.788;7.544;7.961;;0.067;2.501;0.254;0.22699999999999998;0.047;9.441;3.233;13.859000000000002;7.455;8.054;;0.07;2.501;0.245;0.223;0.049;9.39;3.18;15.98;7.5520000000000005;8.04;;0.063;2.519;0.24;0.22899999999999998;0.047;9.758;3.1919999999999997;13.749;7.43;7.914;0.433;0.429;0.522;0.528;0.433;0.541;0.444
0.524;0.078;2.528;0.257;0.215;0.047;9.496;3.2439999999999998;13.81;7.71;7.88;;0.07;2.4859999999999998;0.253;0.237;0.031;9.436;3.1719999999999997;13.7;7.457000000000001;7.983;;0.08800000000000001;2.4859999999999998;0.247;0.244;0.039;9.361;3.205;13.874;7.459;7.875;;0.078;2.523;0.255;0.24;0.047;9.4;3.1919999999999997;14.763;7.752999999999999;7.976;0.442;0.423;0.532;0.528;0.419;0.517;0.43799999999999994
0.517;0.078;2.4859999999999998;0.254;0.21600000000000003;0.047;9.446;3.1910000000000003;13.794;7.4510000000000005;7.88;;0.078;2.546;0.26;0.231;0.039;9.521;3.221;13.683;7.459;7.898;;0.078;2.497;0.245;0.23;0.047;9.399;3.2110000000000003;14.267999999999999;7.443;7.992999999999999;;0.078;2.487;0.261;0.22399999999999998;0.047;9.384;3.1910000000000003;14.747;7.457999999999999;7.8839999999999995;0.419;0.431;0.517;0.516;0.433;0.514;0.43799999999999994
0.523;0.073;2.5140000000000002;0.256;0.222;0.047;9.502;3.2;15.905999999999999;7.696000000000001;7.8660000000000005;;0.073;2.502;0.25;0.22699999999999998;0.051;9.389;3.241;14.647;7.477;7.921;;0.079;2.498;0.239;0.23399999999999999;0.048;9.506;3.239;14.812000000000001;7.439;7.8839999999999995;;0.078;2.489;0.24;0.24100000000000002;0.031;9.408999999999999;3.1910000000000003;15.899000000000001;7.447;7.981;0.45;0.424;0.528;0.524;0.425;0.522;0.42200000000000004
0.521;0.062;2.495;0.242;0.225;0.031;9.413;3.202;13.716;7.425;7.9;;0.08900000000000001;2.522;0.24100000000000002;0.235;0.047;9.502;3.215;15.333;7.722;7.888999999999999;;0.078;2.496;0.254;0.222;0.047;9.383;3.208;15.079;7.468999999999999;7.872999999999999;;0.063;2.512;0.25;0.223;0.047;9.437000000000001;3.215;14.04;7.422999999999999;7.855;0.44;0.42200000000000004;0.5379999999999999;0.517;0.418;0.531;0.442
0.519;0.078;2.498;0.24;0.21899999999999997;0.047;9.431000000000001;3.182;15.93;7.496;8.0;;0.063;2.488;0.253;0.231;0.047;9.391;3.2030000000000003;15.08;7.432;7.921;;0.084;2.53;0.258;0.22399999999999998;0.047;9.526;3.238;15.093;7.7;7.843;;0.078;2.519;0.252;0.233;0.047;9.435;3.1910000000000003;14.790999999999999;7.456;8.583;0.42100000000000004;0.433;0.531;0.528;0.41700000000000004;0.527;0.428
0.531;0.062;2.489;0.23399999999999999;0.233;0.031;9.39;3.228;15.185;7.428999999999999;7.84;;0.086;2.495;0.23399999999999999;0.24600000000000002;0.04;9.378;3.1719999999999997;14.905;7.631;8.011000000000001;;0.078;2.513;0.256;0.21899999999999997;0.06;9.387;3.2060000000000004;14.043;7.428;7.859;;0.069;2.522;0.25;0.242;0.047;9.488;3.222;14.905999999999999;7.696000000000001;7.874;0.415;0.43;0.537;0.517;0.435;0.518;0.42100000000000004
0.518;0.077;2.4859999999999998;0.243;0.23399999999999999;0.037000000000000005;9.427999999999999;3.197;14.998;7.438;8.006;;0.07200000000000001;2.488;0.23399999999999999;0.24600000000000002;0.047;9.363999999999999;3.1830000000000003;14.764000000000001;7.441;7.869;;0.071;2.526;0.252;0.222;0.047;9.427;3.177;15.883;7.746;8.1;;0.076;2.484;0.248;0.24;0.031;9.413;3.178;14.975;7.462000000000001;7.881;0.43;0.43;0.521;0.535;0.425;0.531;0.43799999999999994
0.531;0.067;2.535;0.23800000000000002;0.23;0.053;9.593;3.2039999999999997;13.999;7.534;7.892;;0.078;2.488;0.254;0.225;0.042;9.388;3.19;14.975;7.45;8.008;;0.078;2.4859999999999998;0.268;0.22699999999999998;0.031;9.413;3.21;14.834000000000001;7.479;7.892;;0.078;2.497;0.25;0.225;0.047;9.365;3.193;15.948;7.617000000000001;8.024;0.425;0.43700000000000006;0.516;0.517;0.418;0.516;0.43
0.511;0.078;2.52;0.25;0.23;0.047;9.498;3.238;15.091;7.746;7.853;;0.062;2.533;0.252;0.217;0.047;9.402999999999999;3.173;14.895999999999999;7.439;7.945;;0.073;2.488;0.23399999999999999;0.249;0.045;9.378;3.23;14.859000000000002;7.456;7.85;;0.063;2.502;0.25;0.22;0.047;9.392000000000001;3.182;15.860999999999999;7.653;8.007;0.43200000000000005;0.435;0.547;0.5329999999999999;0.423;0.5329999999999999;0.43
0.536;0.063;2.512;0.254;0.21899999999999997;0.047;9.433;3.213;15.455;7.481;7.867999999999999;;0.08800000000000001;2.548;0.23800000000000002;0.251;0.036000000000000004;9.579;3.2289999999999996;14.937000000000001;7.763;7.917999999999999;;0.078;2.511;0.251;0.22399999999999998;0.047;9.427;3.177;15.046;7.5089999999999995;8.041;;0.078;2.504;0.248;0.21899999999999997;0.063;9.443;3.187;15.408;7.476;7.907;0.44;0.41600000000000004;0.531;0.525;0.439;0.522;0.45
0.523;0.078;2.54;0.23800000000000002;0.22399999999999998;0.047;9.511000000000001;3.188;15.989;7.709;8.062999999999999;;0.078;2.5069999999999997;0.262;0.23399999999999999;0.031;9.445;3.218;15.012;7.496;7.957999999999999;;0.08199999999999999;2.552;0.25;0.22399999999999998;0.057999999999999996;9.541;3.242;15.020999999999999;7.728;7.94;;0.078;2.49;0.237;0.245;0.031;9.447000000000001;3.2060000000000004;14.970999999999998;7.456;8.045;0.429;0.434;0.531;0.524;0.439;0.534;0.43200000000000005
0.534;0.063;2.513;0.254;0.23399999999999999;0.031;9.527000000000001;3.227;15.017000000000001;7.482;7.947;;0.063;2.528;0.263;0.22399999999999998;0.054000000000000006;9.463;3.197;16.0;7.725;8.027999999999999;;0.063;2.512;0.263;0.225;0.047;9.48;3.1889999999999996;15.109000000000002;7.492000000000001;7.9510000000000005;;0.077;2.5469999999999997;0.25;0.237;0.047;9.554;3.238;15.047;7.64;8.019;0.42200000000000004;0.43799999999999994;0.542;0.5379999999999999;0.43700000000000006;0.54;0.43200000000000005
